Attrition,Business Travel,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Work Life Balance,Age,Attrition %,Daily Rate,Distance From Home,dummy,Education,Employee Count,Environment Satisfaction,female#,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,male#,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
Yes,Travel_Rarely,Sales,Life Sciences,163,Male,Sales Executive,Married,Yes,Y,3,Avg,31,100.00%,249,6,0,4,1,2,0,76,1,2,3,1,6172,20739,4,18,3,2,80,0,12,7,7,7,7
No,Travel_Rarely,Research & Development,Other,164,Female,Research Scientist,Married,No,Y,3,Avg,26,0.00%,841,6,0,3,1,3,1,46,2,1,2,0,2368,23300,1,19,3,3,80,0,5,5,4,4,3
Yes,Travel_Rarely,Research & Development,Medical,165,Female,Healthcare Representative,Married,No,Y,3,Avg,58,100.00%,147,23,0,4,1,4,1,94,3,3,4,0,10312,3465,1,12,3,4,80,1,40,40,10,15,6
Yes,Travel_Rarely,Sales,Marketing,167,Male,Sales Representative,Single,Yes,Y,2,Avg,19,100.00%,528,22,0,1,1,4,0,50,3,1,3,1,1675,26820,1,19,3,4,80,0,0,0,0,0,0
No,Travel_Rarely,Research & Development,Technical Degree,169,Male,Laboratory Technician,Married,No,Y,2,Good,22,0.00%,594,2,0,1,1,3,0,100,3,1,4,1,2523,19299,0,14,3,3,80,1,3,2,1,2,1
No,Travel_Rarely,Research & Development,Medical,170,Female,Manufacturing Director,Married,No,Y,2,Avg,49,0.00%,470,20,0,4,1,3,1,96,3,2,1,0,6567,5549,1,14,3,3,80,0,16,15,11,5,11
No,Travel_Frequently,Research & Development,Medical,171,Female,Research Scientist,Single,No,Y,2,Good,43,0.00%,957,28,0,3,1,2,1,72,4,1,3,0,4739,16090,4,12,3,4,80,0,18,3,2,1,2
No,Travel_Frequently,Sales,Marketing,174,Female,Sales Executive,Single,No,Y,3,Good,50,0.00%,809,12,0,3,1,3,1,77,3,3,4,0,9208,6645,4,11,3,4,80,0,16,2,2,2,1
Yes,Travel_Rarely,Sales,Life Sciences,175,Female,Sales Executive,Married,Yes,Y,2,Good,31,100.00%,542,20,0,3,1,2,1,71,1,2,3,0,4559,24788,3,11,3,3,80,1,4,2,2,2,2
No,Travel_Rarely,Sales,Life Sciences,176,Male,Sales Executive,Divorced,Yes,Y,2,Good,41,0.00%,802,9,0,1,1,3,0,96,3,3,3,1,8189,21196,3,13,3,3,80,1,12,9,7,0,7
No,Travel_Rarely,Human Resources,Life Sciences,177,Female,Human Resources,Married,No,Y,3,Good,26,0.00%,1355,25,0,1,1,3,1,61,3,1,3,0,2942,8916,1,23,4,4,80,1,8,8,7,5,7
No,Travel_Rarely,Research & Development,Medical,178,Male,Manufacturing Director,Divorced,No,Y,0,Good,36,0.00%,216,6,0,2,1,2,0,84,3,2,2,1,4941,2819,6,20,4,4,80,2,7,3,2,0,1
Yes,Travel_Frequently,Research & Development,Life Sciences,179,Male,Manufacturing Director,Single,No,Y,2,Good,51,100.00%,1150,8,0,4,1,1,0,53,1,3,4,1,10650,25150,2,15,3,4,80,0,18,4,2,0,3
No,Travel_Rarely,Sales,Life Sciences,182,Female,Sales Executive,Married,No,Y,1,Best,39,0.00%,1329,4,0,4,1,4,1,47,2,2,3,0,5902,14590,4,14,3,3,80,1,17,15,11,5,9
No,Travel_Rarely,Sales,Life Sciences,183,Male,Sales Executive,Married,No,Y,3,Good,25,0.00%,959,28,0,3,1,1,0,41,2,2,3,1,8639,24835,2,18,3,4,80,0,6,2,2,2,2
No,Travel_Rarely,Human Resources,Human Resources,184,Male,Human Resources,Married,Yes,Y,2,Bad,30,0.00%,1240,9,0,3,1,3,0,48,3,2,4,1,6347,13982,0,19,3,4,80,0,12,11,9,4,7
Yes,Travel_Rarely,Research & Development,Medical,190,Female,Laboratory Technician,Single,No,Y,2,Best,32,100.00%,1033,9,0,3,1,1,1,41,3,1,1,0,4200,10224,7,22,4,1,80,0,10,5,4,0,4
No,Travel_Rarely,Research & Development,Medical,192,Male,Research Scientist,Single,No,Y,2,Avg,45,0.00%,1316,29,0,3,1,3,0,83,3,1,4,1,3452,9752,5,13,3,2,80,0,9,6,5,0,3
No,Travel_Rarely,Research & Development,Technical Degree,193,Female,Research Scientist,Single,Yes,Y,2,Good,38,0.00%,364,3,0,5,1,4,1,32,3,2,3,0,4317,2302,3,20,4,2,80,0,19,3,2,2,2
No,Travel_Rarely,Research & Development,Life Sciences,194,Female,Research Scientist,Single,No,Y,4,Avg,30,0.00%,438,18,0,3,1,1,1,75,3,1,3,0,2632,23910,1,14,3,3,80,0,5,5,4,0,4
No,Travel_Frequently,Sales,Medical,195,Male,Sales Executive,Divorced,No,Y,2,Best,32,0.00%,689,9,0,2,1,4,0,35,1,2,4,1,4668,22812,0,17,3,4,80,3,9,8,7,0,7
No,Travel_Rarely,Research & Development,Technical Degree,197,Female,Research Scientist,Divorced,No,Y,3,Good,30,0.00%,201,5,0,3,1,4,1,84,3,1,1,0,3204,10415,5,14,3,4,80,1,8,3,2,2,2
No,Travel_Rarely,Research & Development,Medical,198,Male,Laboratory Technician,Single,No,Y,3,Good,30,0.00%,1427,2,0,1,1,2,0,35,2,1,4,1,2720,11162,0,13,3,4,80,0,6,5,3,1,2
No,Travel_Frequently,Research & Development,Life Sciences,199,Male,Manager,Divorced,No,Y,2,Avg,41,0.00%,857,10,0,3,1,4,0,91,2,4,1,1,17181,12888,4,13,3,2,80,1,21,7,6,7,7
No,Travel_Rarely,Research & Development,Life Sciences,200,Male,Laboratory Technician,Married,No,Y,2,Good,41,0.00%,933,9,0,4,1,3,0,94,3,1,1,1,2238,6961,2,21,4,4,80,1,7,5,0,1,4
No,Travel_Rarely,Research & Development,Medical,201,Female,Laboratory Technician,Single,No,Y,3,Good,19,0.00%,1181,3,0,1,1,2,1,79,3,1,2,0,1483,16102,1,14,3,4,80,0,1,1,0,0,0
No,Travel_Frequently,Research & Development,Medical,202,Female,Research Scientist,Divorced,No,Y,2,Good,40,0.00%,1395,26,0,3,1,2,1,54,3,2,2,0,5605,8504,1,11,3,1,80,1,20,20,7,2,13
No,Travel_Rarely,Sales,Marketing,204,Male,Sales Executive,Married,No,Y,3,Good,35,0.00%,662,1,0,5,1,3,0,94,3,3,2,1,7295,11439,1,13,3,1,80,2,10,10,8,0,6
No,Travel_Rarely,Sales,Marketing,205,Male,Sales Representative,Married,Yes,Y,3,Bad,53,0.00%,1436,6,0,2,1,2,0,34,3,2,3,1,2306,16047,2,20,4,4,80,1,13,7,7,4,5
No,Travel_Rarely,Research & Development,Life Sciences,206,Male,Laboratory Technician,Divorced,No,Y,2,Bad,45,0.00%,194,9,0,3,1,2,0,60,3,2,2,1,2348,10901,8,18,3,3,80,1,20,17,9,0,15
No,Travel_Frequently,Sales,Marketing,207,Female,Sales Executive,Single,No,Y,2,Good,32,0.00%,967,8,0,3,1,2,1,43,3,3,4,0,8998,15589,1,14,3,4,80,0,9,9,8,3,7
No,Non-Travel,Research & Development,Technical Degree,208,Male,Manufacturing Director,Married,No,Y,1,Good,29,0.00%,1496,1,0,1,1,4,0,41,3,2,3,1,4319,26283,1,13,3,1,80,1,10,10,7,0,9
No,Travel_Rarely,Research & Development,Medical,211,Male,Manufacturing Director,Married,No,Y,2,Good,51,0.00%,1169,7,0,4,1,2,0,34,2,2,3,1,6132,13983,2,17,3,3,80,0,10,1,0,0,0
No,Travel_Rarely,Research & Development,Medical,214,Female,Research Scientist,Married,Yes,Y,3,Avg,58,0.00%,1145,9,0,3,1,2,1,75,2,1,2,0,3346,11873,4,20,4,2,80,1,9,1,0,0,0
No,Travel_Rarely,Sales,Marketing,215,Male,Sales Executive,Married,No,Y,2,Avg,40,0.00%,630,4,0,4,1,3,0,67,2,3,4,1,10855,8552,7,11,3,1,80,1,15,12,11,2,11
No,Travel_Frequently,Sales,Marketing,216,Female,Sales Representative,Married,No,Y,3,Good,34,0.00%,303,2,0,4,1,3,1,75,3,1,3,0,2231,11314,6,18,3,4,80,1,6,4,3,1,2
No,Travel_Rarely,Research & Development,Medical,217,Male,Research Scientist,Married,No,Y,6,Good,22,0.00%,1256,19,0,1,1,3,0,80,3,1,4,1,2323,11992,1,24,4,1,80,2,2,2,2,2,2
No,Non-Travel,Research & Development,Medical,218,Male,Research Scientist,Divorced,No,Y,1,Bad,27,0.00%,691,9,0,3,1,4,0,57,3,1,2,1,2024,5970,6,18,3,4,80,1,6,2,2,2,2
No,Travel_Rarely,Research & Development,Medical,221,Male,Research Scientist,Married,No,Y,2,Bad,28,0.00%,440,21,0,3,1,3,0,42,3,1,4,1,2713,6672,1,11,3,3,80,1,5,5,2,0,2
No,Travel_Rarely,Research & Development,Life Sciences,223,Male,Healthcare Representative,Divorced,Yes,Y,2,Bad,57,0.00%,334,24,0,2,1,3,0,83,4,3,4,1,9439,23402,3,16,3,2,80,1,12,5,3,1,4
No,Non-Travel,Research & Development,Medical,224,Male,Research Scientist,Divorced,Yes,Y,2,Avg,27,0.00%,1450,3,0,3,1,3,0,79,2,1,3,1,2566,25326,1,15,3,4,80,1,1,1,1,0,1
No,Travel_Rarely,Research & Development,Life Sciences,226,Female,Manager,Single,No,Y,5,Good,50,0.00%,1452,11,0,3,1,3,1,53,3,5,2,0,19926,17053,3,15,3,2,80,0,21,5,4,4,4
No,Travel_Rarely,Research & Development,Life Sciences,227,Male,Research Scientist,Divorced,No,Y,2,Good,41,0.00%,465,14,0,3,1,1,0,56,3,1,3,1,2451,4609,4,12,3,1,80,1,13,9,8,1,8
No,Travel_Rarely,Sales,Life Sciences,228,Female,Sales Executive,Married,No,Y,2,Good,30,0.00%,1339,5,0,3,1,2,1,41,3,3,4,0,9419,8053,2,12,3,3,80,1,12,10,9,7,4
No,Travel_Rarely,Sales,Life Sciences,230,Female,Sales Executive,Single,No,Y,2,Best,38,0.00%,702,1,0,4,1,1,1,59,2,2,4,0,8686,12930,4,22,4,3,80,0,12,8,3,0,7
No,Travel_Rarely,Research & Development,Life Sciences,231,Male,Research Scientist,Single,No,Y,2,Good,32,0.00%,120,6,0,5,1,3,0,43,3,1,3,1,3038,12430,3,20,4,1,80,0,8,5,4,1,4
No,Travel_Rarely,Research & Development,Technical Degree,233,Male,Research Scientist,Married,Yes,Y,3,Avg,27,0.00%,1157,17,0,3,1,3,0,51,3,1,2,1,3058,13364,0,16,3,4,80,1,6,5,2,1,1
Yes,Travel_Frequently,Sales,Technical Degree,235,Female,Sales Representative,Single,No,Y,5,Best,19,100.00%,602,1,0,1,1,3,1,100,1,1,1,0,2325,20989,0,21,4,1,80,0,1,0,0,0,0
No,Travel_Frequently,Research & Development,Medical,238,Male,Laboratory Technician,Single,No,Y,3,Avg,36,0.00%,1480,3,0,2,1,4,0,30,3,1,2,1,2088,15062,4,12,3,3,80,0,13,8,7,7,2
No,Non-Travel,Research & Development,Medical,239,Male,Laboratory Technician,Divorced,No,Y,4,Good,30,0.00%,111,9,0,3,1,3,0,66,3,2,1,1,3072,11012,1,11,3,3,80,2,12,12,9,6,10
No,Travel_Rarely,Sales,Life Sciences,240,Female,Sales Executive,Divorced,Yes,Y,3,Best,45,0.00%,1268,4,0,2,1,3,1,30,3,2,1,0,5006,6319,4,11,3,1,80,1,9,5,4,0,3
No,Travel_Rarely,Research & Development,Life Sciences,241,Female,Research Scientist,Divorced,Yes,Y,3,Good,56,0.00%,713,8,0,3,1,3,1,67,3,1,1,0,4257,13939,4,18,3,3,80,1,19,2,2,2,2
No,Travel_Rarely,Research & Development,Life Sciences,242,Male,Research Scientist,Single,No,Y,2,Best,33,0.00%,134,2,0,3,1,3,0,90,3,1,4,1,2500,10515,0,14,3,1,80,0,4,3,1,0,2
Yes,Travel_Rarely,Research & Development,Life Sciences,243,Male,Laboratory Technician,Single,No,Y,3,Avg,19,100.00%,303,2,0,3,1,2,0,47,2,1,4,1,1102,9241,1,22,4,3,80,0,1,1,0,1,0
No,Travel_Rarely,Sales,Marketing,244,Female,Sales Executive,Divorced,No,Y,2,Good,46,0.00%,526,1,0,2,1,2,1,92,3,3,1,0,10453,2137,1,25,4,3,80,3,24,24,13,15,7
No,Travel_Rarely,Research & Development,Life Sciences,245,Female,Laboratory Technician,Single,No,Y,3,Good,38,0.00%,1380,9,0,2,1,3,1,75,3,1,4,0,2288,6319,1,12,3,3,80,0,2,2,2,2,1
No,Travel_Rarely,Research & Development,Medical,246,Female,Research Scientist,Married,Yes,Y,0,Good,31,0.00%,140,12,0,1,1,3,1,95,3,1,4,0,3929,6984,8,23,4,3,80,1,7,4,2,0,2
No,Travel_Rarely,Research & Development,Medical,247,Female,Research Scientist,Single,No,Y,3,Good,34,0.00%,629,27,0,2,1,4,1,95,3,1,2,0,2311,5711,2,15,3,4,80,0,9,3,2,1,2
Yes,Travel_Rarely,Sales,Marketing,248,Female,Sales Representative,Single,Yes,Y,5,Avg,41,100.00%,1356,20,0,2,1,2,1,70,3,1,2,0,3140,21728,1,22,4,4,80,0,4,4,3,0,2
No,Travel_Rarely,Research & Development,Medical,249,Male,Laboratory Technician,Married,No,Y,2,Avg,50,0.00%,328,1,0,3,1,3,0,86,2,1,3,1,3690,3425,2,15,3,4,80,1,5,3,2,0,2
No,Travel_Rarely,Research & Development,Medical,250,Female,Manufacturing Director,Divorced,No,Y,3,Good,53,0.00%,1084,13,0,2,1,4,1,57,4,2,1,0,4450,26250,1,11,3,3,80,2,5,4,2,1,3
No,Travel_Rarely,Research & Development,Medical,252,Female,Research Scientist,Married,No,Y,5,Good,33,0.00%,931,14,0,3,1,4,1,72,3,1,2,0,2756,4673,1,13,3,4,80,1,8,8,7,1,6
No,Travel_Rarely,Research & Development,Medical,253,Female,Manager,Married,No,Y,2,Good,40,0.00%,989,4,0,1,1,4,1,46,3,5,3,0,19033,6499,1,14,3,2,80,1,21,20,8,9,9
No,Travel_Rarely,Research & Development,Medical,254,Male,Research Director,Single,No,Y,3,Good,55,0.00%,692,14,0,4,1,3,0,61,4,5,2,1,18722,13339,8,11,3,4,80,0,36,24,15,2,15
No,Travel_Frequently,Research & Development,Life Sciences,256,Male,Manufacturing Director,Married,No,Y,2,Avg,34,0.00%,1069,2,0,1,1,4,0,45,2,2,3,1,9547,14074,1,17,3,3,80,0,10,10,9,1,9
No,Travel_Rarely,Research & Development,Medical,258,Female,Healthcare Representative,Single,No,Y,6,Good,51,0.00%,313,3,0,3,1,4,1,98,3,4,2,0,13734,7192,3,18,3,3,80,0,21,7,7,1,0
No,Travel_Rarely,Research & Development,Life Sciences,259,Male,Manager,Married,No,Y,5,Good,52,0.00%,699,1,0,4,1,3,0,65,2,5,3,1,19999,5678,0,14,3,1,80,1,34,33,18,11,9
No,Travel_Rarely,Research & Development,Medical,260,Female,Research Scientist,Single,No,Y,2,Avg,27,0.00%,894,9,0,3,1,4,1,99,3,1,2,0,2279,11781,1,16,3,4,80,0,7,7,7,0,3
Yes,Travel_Rarely,Research & Development,Life Sciences,261,Male,Manufacturing Director,Married,Yes,Y,1,Good,35,100.00%,556,23,0,2,1,2,0,50,2,2,3,1,5916,15497,3,13,3,1,80,0,8,1,0,0,1
No,Non-Travel,Research & Development,Medical,262,Male,Research Scientist,Divorced,No,Y,3,Best,43,0.00%,1344,7,0,3,1,4,0,37,4,1,4,1,2089,5228,4,14,3,4,80,3,7,5,4,2,2
No,Non-Travel,Research & Development,Medical,264,Male,Manager,Married,No,Y,1,Good,45,0.00%,1195,2,0,2,1,1,0,65,2,4,4,1,16792,20462,9,23,4,4,80,1,22,20,8,11,8
No,Travel_Rarely,Research & Development,Life Sciences,267,Male,Research Scientist,Married,Yes,Y,3,Avg,37,0.00%,290,21,0,3,1,2,0,65,4,1,1,1,3564,22977,1,12,3,1,80,1,8,8,7,1,7
No,Travel_Frequently,Research & Development,Medical,269,Female,Laboratory Technician,Single,No,Y,5,Good,35,0.00%,138,2,0,3,1,2,1,37,3,2,2,0,4425,15986,5,11,3,4,80,0,10,6,2,1,2
No,Non-Travel,Research & Development,Medical,270,Female,Manufacturing Director,Divorced,No,Y,5,Good,42,0.00%,926,21,0,2,1,3,1,36,3,2,3,0,5265,16439,2,16,3,2,80,1,11,5,3,0,2
No,Travel_Rarely,Research & Development,Life Sciences,271,Male,Manufacturing Director,Married,No,Y,3,Good,38,0.00%,1261,2,0,4,1,4,0,88,3,2,3,1,6553,7259,9,14,3,2,80,0,14,1,0,0,0
No,Travel_Rarely,Research & Development,Technical Degree,273,Male,Manufacturing Director,Married,No,Y,3,Bad,38,0.00%,1084,29,0,3,1,4,0,54,3,2,4,1,6261,4185,3,18,3,1,80,1,9,7,7,1,7
No,Travel_Frequently,Research & Development,Technical Degree,274,Male,Manufacturing Director,Married,No,Y,1,Good,27,0.00%,472,1,0,1,1,3,0,60,2,2,1,1,4298,9679,5,19,3,3,80,1,6,2,2,2,0
No,Non-Travel,Research & Development,Life Sciences,275,Male,Manufacturing Director,Divorced,Yes,Y,0,Good,49,0.00%,1002,18,0,4,1,4,0,92,3,2,4,1,6804,23793,1,15,3,1,80,2,7,7,7,1,7
No,Travel_Frequently,Research & Development,Medical,277,Male,Research Scientist,Divorced,Yes,Y,4,Best,34,0.00%,878,10,0,4,1,4,0,43,3,1,3,1,3815,5972,1,17,3,4,80,1,5,5,3,2,0
No,Travel_Rarely,Research & Development,Medical,281,Male,Laboratory Technician,Married,Yes,Y,2,Best,40,0.00%,905,19,0,2,1,3,0,99,3,2,4,1,2741,16523,8,15,3,3,80,1,15,7,2,3,7
Yes,Travel_Rarely,Research & Development,Medical,282,Male,Healthcare Representative,Married,Yes,Y,2,Good,38,100.00%,1180,29,0,1,1,2,0,70,3,2,1,1,6673,11354,7,19,3,2,80,0,17,1,0,0,0
Yes,Travel_Rarely,Sales,Marketing,283,Female,Sales Executive,Married,No,Y,3,Avg,29,100.00%,121,27,0,3,1,2,1,35,3,3,4,0,7639,24525,1,22,4,4,80,3,10,10,4,1,9
No,Travel_Rarely,Research & Development,Life Sciences,284,Male,Research Scientist,Divorced,Yes,Y,2,Avg,22,0.00%,1136,5,0,3,1,4,0,60,4,1,2,1,2328,12392,1,16,3,1,80,1,4,4,2,2,2
No,Travel_Frequently,Research & Development,Medical,286,Female,Laboratory Technician,Single,No,Y,2,Good,36,0.00%,635,18,0,1,1,2,1,73,3,1,4,0,2153,7703,1,13,3,1,80,0,8,8,1,1,7
No,Non-Travel,Research & Development,Life Sciences,287,Male,Healthcare Representative,Married,No,Y,5,Bad,40,0.00%,1151,9,0,5,1,4,0,63,2,2,4,1,4876,14242,9,14,3,4,80,1,5,3,2,0,2
No,Travel_Rarely,Research & Development,Medical,288,Male,Healthcare Representative,Divorced,No,Y,3,Good,46,0.00%,644,1,0,4,1,4,0,97,3,3,1,1,9396,12368,7,16,3,3,80,1,17,4,2,0,3
Yes,Travel_Rarely,Sales,Medical,291,Male,Sales Executive,Married,No,Y,2,Avg,32,100.00%,1045,4,0,4,1,4,0,32,1,3,4,1,10400,25812,1,11,3,3,80,0,14,14,8,9,8
No,Non-Travel,Research & Development,Life Sciences,292,Male,Manufacturing Director,Single,No,Y,2,Good,30,0.00%,829,1,0,1,1,3,0,88,2,3,3,1,8474,20925,1,22,4,3,80,0,12,11,8,5,8
No,Travel_Frequently,Sales,Life Sciences,293,Female,Sales Executive,Single,No,Y,2,Good,27,0.00%,1242,20,0,3,1,4,1,90,3,2,3,0,9981,12916,1,14,3,4,80,0,7,7,7,0,7
No,Travel_Rarely,Research & Development,Life Sciences,296,Male,Research Director,Married,No,Y,5,Bad,51,0.00%,1469,8,0,4,1,2,0,81,2,3,2,1,12490,15736,5,16,3,4,80,2,16,10,9,4,7
Yes,Travel_Rarely,Research & Development,Technical Degree,297,Female,Research Scientist,Single,Yes,Y,5,Good,30,100.00%,1005,3,0,3,1,4,1,88,3,1,1,0,2657,8556,5,11,3,3,80,0,8,5,2,0,4
No,Travel_Rarely,Sales,Life Sciences,298,Female,Manager,Single,Yes,Y,3,Good,41,0.00%,896,6,0,3,1,4,1,75,3,3,4,0,13591,14674,3,18,3,3,80,0,16,1,0,0,0
Yes,Travel_Frequently,Sales,Marketing,299,Female,Sales Executive,Single,No,Y,5,Avg,30,100.00%,334,26,0,4,1,3,1,52,2,2,1,0,6696,22967,5,15,3,3,80,0,9,6,3,0,1
Yes,Travel_Rarely,Research & Development,Technical Degree,300,Male,Research Scientist,Single,No,Y,1,Avg,29,100.00%,992,1,0,3,1,3,0,85,3,1,3,1,2058,19757,0,14,3,4,80,0,7,6,2,1,5
No,Non-Travel,Sales,Medical,302,Female,Sales Executive,Single,No,Y,2,Good,45,0.00%,1052,6,0,3,1,4,1,57,2,3,4,0,8865,16840,6,12,3,4,80,0,23,19,7,12,8
No,Travel_Rarely,Sales,Marketing,303,Female,Sales Executive,Married,No,Y,4,Good,54,0.00%,1147,3,0,3,1,4,1,52,3,2,1,0,5940,17011,2,14,3,4,80,1,16,6,2,0,5
No,Travel_Rarely,Research & Development,Life Sciences,304,Male,Laboratory Technician,Single,No,Y,3,Best,36,0.00%,1396,5,0,2,1,4,0,62,3,2,2,1,5914,9945,8,16,3,4,80,0,16,13,11,3,7
No,Travel_Rarely,Research & Development,Medical,305,Female,Research Scientist,Married,No,Y,3,Good,33,0.00%,147,4,0,4,1,3,1,47,2,1,2,0,2622,13248,6,21,4,4,80,0,7,3,2,1,1
No,Travel_Frequently,Research & Development,Other,306,Male,Research Director,Divorced,Yes,Y,1,Good,37,0.00%,663,11,0,3,1,2,0,47,3,3,4,1,12185,10056,1,14,3,3,80,3,10,10,8,0,7
No,Travel_Rarely,Sales,Life Sciences,307,Male,Sales Executive,Divorced,No,Y,6,Avg,38,0.00%,119,3,0,3,1,1,0,76,3,3,3,1,10609,9647,0,12,3,3,80,2,17,16,10,5,13
No,Non-Travel,Research & Development,Medical,308,Male,Manufacturing Director,Married,No,Y,2,Good,31,0.00%,979,1,0,4,1,3,0,90,1,2,3,1,4345,4381,0,12,3,4,80,1,6,5,4,1,4
No,Travel_Rarely,Research & Development,Life Sciences,309,Male,Research Scientist,Married,No,Y,6,Good,59,0.00%,142,3,0,3,1,3,0,70,2,1,4,1,2177,8456,3,17,3,1,80,1,7,1,0,0,0
No,Travel_Frequently,Sales,Marketing,311,Male,Sales Representative,Divorced,No,Y,2,Good,37,0.00%,319,4,0,4,1,1,0,41,3,1,4,1,2793,2539,4,17,3,3,80,1,13,9,8,5,8
No,Travel_Frequently,Sales,Medical,312,Female,Sales Executive,Married,No,Y,5,Good,29,0.00%,1413,1,0,1,1,2,1,42,3,3,4,0,7918,6599,1,14,3,4,80,1,11,11,10,4,1
No,Travel_Frequently,Sales,Marketing,314,Female,Sales Executive,Single,No,Y,3,Best,35,0.00%,944,1,0,3,1,3,1,92,3,3,3,0,8789,9096,1,14,3,1,80,0,10,10,7,0,8
Yes,Travel_Rarely,Research & Development,Medical,315,Male,Research Scientist,Single,Yes,Y,3,Avg,29,100.00%,896,18,0,1,1,3,0,86,2,1,4,1,2389,14961,1,13,3,3,80,0,4,4,3,0,1
No,Travel_Rarely,Research & Development,Life Sciences,316,Female,Laboratory Technician,Single,No,Y,3,Avg,52,0.00%,1323,2,0,3,1,3,1,89,2,1,4,0,3212,3300,7,15,3,2,80,0,6,2,2,2,2
No,Travel_Rarely,Research & Development,Technical Degree,319,Male,Manager,Married,No,Y,3,Good,42,0.00%,532,4,0,2,1,3,0,58,3,5,4,1,19232,4933,1,11,3,4,80,0,22,22,17,11,15
No,Travel_Rarely,Human Resources,Medical,321,Male,Human Resources,Married,No,Y,2,Avg,59,0.00%,818,6,0,2,1,2,0,52,3,1,3,1,2267,25657,8,17,3,4,80,0,7,2,2,2,2
No,Travel_Rarely,Sales,Medical,323,Female,Manager,Divorced,No,Y,3,Avg,50,0.00%,854,1,0,4,1,4,1,68,3,5,4,0,19517,24118,3,11,3,3,80,1,32,7,0,0,6
Yes,Travel_Rarely,Research & Development,Medical,325,Male,Laboratory Technician,Married,Yes,Y,2,Bad,33,100.00%,813,14,0,3,1,3,0,58,3,1,4,1,2436,22149,5,13,3,3,80,1,8,5,4,0,4
No,Travel_Rarely,Sales,Marketing,327,Female,Manager,Married,Yes,Y,3,Good,43,0.00%,1034,16,0,3,1,4,1,80,3,4,4,0,16064,7744,5,22,4,3,80,1,22,17,13,1,9
Yes,Travel_Rarely,Research & Development,Life Sciences,328,Female,Laboratory Technician,Married,No,Y,3,Best,33,100.00%,465,2,0,2,1,1,1,39,3,1,1,0,2707,21509,7,20,4,1,80,0,13,9,7,1,7
No,Non-Travel,Sales,Life Sciences,329,Male,Manager,Single,Yes,Y,2,Best,52,0.00%,771,2,0,4,1,1,0,79,2,5,3,1,19068,21030,1,18,3,4,80,0,33,33,7,15,12
No,Travel_Rarely,Sales,Life Sciences,330,Female,Sales Representative,Married,No,Y,5,Good,32,0.00%,1401,4,0,2,1,3,1,56,3,1,2,0,3931,20990,2,11,3,1,80,1,6,4,3,1,2
Yes,Travel_Rarely,Research & Development,Life Sciences,331,Male,Laboratory Technician,Single,Yes,Y,2,Bad,32,100.00%,515,1,0,3,1,4,0,62,2,1,3,1,3730,9571,0,14,3,4,80,0,4,3,2,1,2
No,Travel_Rarely,Research & Development,Medical,332,Female,Laboratory Technician,Divorced,No,Y,1,Good,39,0.00%,1431,1,0,4,1,3,1,96,3,1,3,0,2232,15417,7,14,3,3,80,3,7,3,2,1,2
No,Non-Travel,Sales,Marketing,333,Male,Sales Executive,Married,No,Y,2,Good,32,0.00%,976,26,0,4,1,3,0,100,3,2,4,1,4465,12069,0,18,3,1,80,0,4,3,2,2,2
No,Travel_Rarely,Research & Development,Life Sciences,334,Male,Research Scientist,Divorced,No,Y,2,Avg,41,0.00%,1411,19,0,2,1,3,0,36,3,2,1,1,3072,19877,2,16,3,1,80,2,17,1,0,0,0
No,Travel_Rarely,Research & Development,Technical Degree,335,Male,Research Scientist,Divorced,No,Y,3,Good,40,0.00%,1300,24,0,2,1,1,0,62,3,2,4,1,3319,24447,1,17,3,1,80,2,9,9,8,4,7
No,Travel_Rarely,Research & Development,Other,336,Male,Manager,Married,No,Y,2,Good,45,0.00%,252,1,0,3,1,3,0,70,4,5,4,1,19202,15970,0,11,3,3,80,1,25,24,0,1,7
No,Travel_Frequently,Research & Development,Medical,337,Male,Research Director,Divorced,No,Y,3,Good,31,0.00%,1327,3,0,4,1,2,0,73,3,3,3,1,13675,13523,9,12,3,1,80,1,9,2,2,2,2
No,Travel_Rarely,Research & Development,Life Sciences,338,Female,Research Scientist,Married,No,Y,2,Avg,33,0.00%,832,5,0,4,1,3,1,63,2,1,4,0,2911,14776,1,13,3,3,80,1,2,2,2,0,2
No,Travel_Rarely,Research & Development,Life Sciences,339,Male,Manufacturing Director,Married,No,Y,3,Good,34,0.00%,470,2,0,4,1,4,0,84,2,2,1,1,5957,23687,6,13,3,2,80,1,13,11,9,5,9
No,Travel_Rarely,Research & Development,Medical,340,Female,Research Scientist,Married,No,Y,2,Avg,37,0.00%,1017,1,0,2,1,3,1,83,2,1,1,0,3920,18697,2,14,3,1,80,1,17,3,1,0,2
No,Travel_Frequently,Research & Development,Life Sciences,341,Male,Manufacturing Director,Married,No,Y,1,Good,45,0.00%,1199,7,0,4,1,1,0,77,4,2,3,1,6434,5118,4,17,3,4,80,1,9,3,2,0,2
Yes,Travel_Frequently,Research & Development,Medical,342,Male,Manufacturing Director,Divorced,No,Y,5,Good,37,100.00%,504,10,0,3,1,1,0,61,3,3,3,1,10048,22573,6,11,3,2,80,2,17,1,0,0,0
